order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
3361668,107600,prior,9,0,14,30.0
142883,107808,prior,13,1,12,30.0
3310034,159732,prior,29,6,13,7.0
2293030,45991,prior,8,1,8,18.0
91766,97965,prior,28,6,22,22.0
309176,7320,prior,13,5,10,15.0
788596,178515,prior,6,3,21,2.0
2584935,32532,prior,2,2,13,30.0
2077856,188018,prior,6,2,17,5.0
1514759,195219,prior,20,0,9,7.0
1290031,26279,prior,7,3,11,22.0
2803899,152418,prior,4,0,13,13.0
428322,35576,prior,24,3,9,15.0
2427112,157162,prior,29,1,12,2.0
228082,100327,prior,11,6,13,7.0
782692,1958,prior,56,2,12,1.0
1414756,136502,prior,25,0,8,6.0
1410804,10429,prior,19,0,11,2.0
456677,9961,prior,34,4,9,5.0
44954,42950,prior,25,5,10,2.0
2324577,32389,prior,10,1,15,13.0
2217231,19425,prior,2,6,11,6.0
325089,38095,prior,4,3,9,2.0
3218571,135920,prior,86,5,9,0.0
2490854,182282,prior,44,4,17,6.0
289176,50907,prior,15,3,20,15.0
678892,67583,prior,1,3,14,
1182005,52091,prior,7,1,9,7.0
2372286,12338,prior,14,0,9,30.0
2095505,94398,prior,36,0,11,5.0
3216667,116776,prior,15,4,22,30.0
2671222,195778,prior,15,1,1,21.0
1539353,37390,prior,2,6,8,7.0
424242,129343,prior,67,3,10,7.0
2538062,187416,prior,45,5,11,10.0
1852710,180654,prior,8,1,10,2.0
449359,185941,prior,21,0,10,7.0
1372069,134446,prior,1,4,18,
1535013,171031,prior,10,0,13,20.0
2179315,50013,prior,8,0,19,28.0
485982,104370,prior,26,3,14,12.0
3057158,29976,prior,10,5,14,5.0
3344604,171397,prior,2,5,14,12.0
436778,185431,prior,14,4,12,15.0
243938,89900,prior,22,6,16,7.0
1257719,112716,train,7,1,7,30.0
2343177,97189,prior,34,4,16,10.0
3212039,56630,prior,26,6,10,11.0
2894720,28452,prior,3,5,10,25.0
543973,189780,train,7,0,7,7.0
1326047,107333,prior,7,6,13,13.0
773506,31835,prior,4,4,8,8.0
1608171,71284,prior,6,4,9,4.0
479886,86016,prior,1,3,18,
991808,70394,prior,18,6,10,6.0
2962603,17157,prior,20,1,11,15.0
2480354,190545,prior,36,1,15,22.0
1380079,145293,prior,8,1,22,11.0
1683948,124455,prior,65,5,22,3.0
37093,106794,prior,14,1,22,8.0
1145740,201012,prior,8,6,15,3.0
1077326,43003,prior,1,3,14,
2408544,101882,train,13,4,12,18.0
3215483,176717,prior,73,1,10,8.0
724954,131656,prior,8,4,18,4.0
3386736,47232,prior,13,0,14,5.0
202943,44846,prior,23,0,16,4.0
563426,184885,prior,18,1,15,8.0
2698620,69909,prior,2,6,20,30.0
2347614,153914,prior,3,4,6,26.0
2505433,134666,prior,4,2,8,1.0
3200342,120341,prior,13,0,13,14.0
2268828,72895,prior,5,2,12,24.0
211762,191642,train,11,3,17,30.0
654774,155263,prior,5,5,18,5.0
54043,37800,prior,26,2,8,8.0
627529,115371,prior,20,1,18,7.0
162452,32232,prior,15,2,21,30.0
293704,199772,prior,2,3,9,30.0
3388800,195004,prior,3,1,11,1.0
3352722,130378,prior,5,4,21,0.0
1501,37187,prior,5,0,11,30.0
3316495,7079,prior,32,4,17,3.0
2693860,145764,prior,52,4,8,5.0
3001240,100130,prior,1,2,10,
266303,18377,prior,6,6,18,4.0
1128494,205250,prior,23,4,12,4.0
1387301,105749,prior,9,4,11,3.0
1022637,49205,prior,4,4,16,30.0
2001221,120938,prior,13,3,8,2.0
1038919,196421,prior,50,5,11,5.0
2639493,154222,prior,2,0,11,6.0
1061975,171624,prior,7,5,7,18.0
905322,122743,prior,11,0,12,9.0
336170,157622,prior,4,2,13,9.0
2731101,117694,prior,10,0,12,21.0
525862,202653,prior,14,5,22,5.0
2496744,13932,prior,9,0,12,13.0
71747,83535,prior,8,4,16,10.0
1791743,143955,prior,5,4,14,30.0
2402211,88603,prior,1,0,11,
2955680,14923,prior,80,4,18,7.0
2817396,69044,prior,16,0,10,8.0
2490914,174159,prior,1,2,20,
1162401,44645,prior,18,0,11,6.0
2689962,183310,prior,3,0,14,7.0
413039,170257,prior,15,5,8,3.0
2465859,132007,prior,31,0,9,22.0
949329,30314,prior,8,2,10,5.0
788371,133547,prior,19,4,18,8.0
1624402,156416,prior,34,6,21,6.0
2125929,180946,test,6,5,6,30.0
1156754,18700,prior,6,5,16,11.0
1355479,97280,prior,6,5,12,11.0
780638,85503,prior,11,4,12,6.0
2332340,4541,prior,22,4,7,2.0
2880324,186238,prior,9,3,15,16.0
1130509,189849,prior,16,1,12,2.0
2500963,160762,prior,22,0,11,19.0
433474,80838,prior,2,3,9,25.0
2252892,94635,prior,5,6,16,12.0
1405401,181131,prior,21,6,17,7.0
1036739,27497,prior,2,5,9,30.0
2541970,69579,prior,19,5,7,13.0
3058511,5789,prior,1,6,15,
2000428,130002,prior,10,3,14,30.0
548268,199036,prior,48,0,12,1.0
430129,147250,train,7,4,20,25.0
3243196,158811,prior,5,2,9,2.0
2398381,66832,prior,5,2,18,22.0
106659,177019,prior,11,3,9,30.0
523966,483,prior,9,1,10,14.0
3360049,118531,prior,30,4,10,9.0
2699556,157783,prior,8,5,13,12.0
2638356,177494,prior,46,0,18,6.0
172203,159105,prior,23,3,13,30.0
3414360,24928,prior,6,0,12,2.0
2735995,5309,prior,9,2,17,1.0
2836168,18831,prior,17,6,22,7.0
2679306,118266,prior,3,2,16,7.0
2260835,170711,prior,3,6,12,30.0
1310901,177588,train,8,3,16,5.0
3232454,118857,prior,5,4,11,9.0
1641038,143557,prior,14,5,10,1.0
2562135,194713,prior,22,4,15,6.0
2709055,201203,prior,20,5,16,10.0
1150060,36159,prior,7,4,12,4.0
3046296,42668,prior,26,0,7,5.0
162854,114796,prior,38,1,15,3.0
175890,91573,prior,14,2,18,3.0
2986390,44090,prior,25,1,11,7.0
1417911,100231,prior,16,5,9,8.0
986513,37844,prior,24,0,11,8.0
2567647,204820,prior,11,0,17,8.0
2145549,51129,prior,5,6,14,3.0
1105420,162686,prior,4,5,15,12.0
2223943,28850,prior,13,6,16,7.0
765704,124068,prior,8,3,11,2.0
1019684,148993,prior,25,0,8,2.0
1825681,100184,prior,2,4,15,26.0
2205546,152466,prior,10,2,8,28.0
2053659,159491,prior,1,1,14,
518630,195176,prior,44,0,11,6.0
2579684,34060,prior,5,2,11,17.0
697405,57674,prior,59,1,16,2.0
3114659,27174,prior,15,6,19,14.0
614557,75612,prior,9,4,21,14.0
1697045,42173,prior,14,3,16,6.0
97244,139763,prior,6,2,16,30.0
264687,18056,prior,11,2,12,14.0
2722275,196438,prior,32,1,8,4.0
2590786,91680,prior,20,5,12,2.0
2766199,81439,prior,3,1,10,10.0
826054,3559,prior,1,4,14,
1844179,120147,prior,42,1,8,2.0
1236137,192618,prior,16,5,11,20.0
1018144,45681,prior,1,5,18,
2711695,188871,prior,10,3,13,30.0
3403002,157240,prior,19,0,10,3.0
3346246,116018,prior,6,5,11,13.0
3319353,75815,prior,3,1,14,8.0
2882045,164045,prior,5,6,9,14.0
723854,126155,train,6,2,21,30.0
2077283,152764,prior,23,2,15,4.0
1825596,135348,prior,3,1,17,9.0
12264,102585,prior,18,1,20,1.0
2076565,33942,prior,12,0,21,21.0
2485965,103759,prior,19,3,12,9.0
2499896,10965,prior,9,1,10,3.0
1349279,185928,prior,11,6,18,2.0
2879903,123802,prior,5,3,14,7.0
3416900,145251,prior,49,3,9,3.0
866422,111497,prior,5,0,16,14.0
428686,26431,prior,7,1,12,3.0
3024977,76180,prior,13,5,13,6.0
553921,119172,prior,38,2,6,18.0
779632,142865,prior,42,0,15,5.0
1392788,40679,train,9,0,10,1.0
2120313,187915,prior,45,2,17,5.0
1024034,81268,prior,14,4,16,14.0
2530776,10355,prior,28,3,15,1.0
2126654,167297,prior,47,1,11,10.0
1395148,132172,prior,1,1,16,
2483322,124030,prior,5,6,15,7.0
3261980,133722,prior,11,6,21,12.0
1427000,70807,prior,20,1,13,20.0
253890,37995,prior,26,4,13,5.0
103712,115733,prior,1,5,22,
3122578,205685,prior,6,4,14,4.0
1466252,72947,prior,6,0,20,3.0
2975261,103362,train,7,5,13,30.0
1638548,24868,prior,9,0,11,7.0
3164045,141234,prior,9,1,9,30.0
296111,167671,prior,2,4,10,2.0
2188121,106795,prior,3,6,10,14.0
2063531,76523,prior,88,4,21,5.0
1003996,198228,prior,47,6,13,0.0
3308677,126614,prior,4,0,16,30.0
538032,169032,prior,6,1,21,2.0
545687,203149,prior,28,4,13,15.0
243952,50087,prior,5,2,11,4.0
3183468,169749,prior,5,0,8,15.0
2405920,80968,prior,17,6,15,6.0
2516249,187084,prior,33,1,13,7.0
2985282,87236,prior,10,3,10,14.0
1932242,190901,prior,10,1,14,7.0
1933294,65240,prior,38,0,12,4.0
36907,185862,prior,9,0,15,12.0
3169457,60568,prior,26,0,16,8.0
1163934,158938,prior,35,0,7,17.0
1230695,29981,test,4,3,8,30.0
2655904,173042,prior,1,0,15,
1653307,46906,prior,18,5,14,8.0
117311,49325,prior,10,2,17,5.0
495529,169148,prior,10,2,12,6.0
433828,47061,prior,13,6,16,15.0
3004757,181331,prior,2,3,8,30.0
1425155,174035,prior,7,4,13,16.0
2375125,80879,prior,26,2,11,1.0
2563279,39058,prior,3,3,19,30.0
235383,159646,prior,8,3,9,3.0
1328422,146379,prior,71,0,20,6.0
1320613,179401,prior,2,0,11,14.0
2651147,16483,prior,18,1,9,1.0
118101,197461,prior,8,2,16,30.0
2597892,177610,prior,1,0,0,
1384915,57078,prior,1,4,8,
3068710,61504,prior,4,5,1,16.0
3048690,154508,prior,81,4,8,4.0
2868177,183821,prior,25,3,6,6.0
2167046,156447,prior,21,1,9,8.0
1649881,83790,prior,18,1,17,30.0
2583611,81270,prior,4,4,23,7.0
1284900,142185,prior,13,4,19,30.0
2579429,163972,prior,82,3,9,3.0
1969130,167983,prior,4,2,12,12.0
2388621,22744,prior,4,3,16,9.0
1661151,165611,prior,9,0,21,13.0
204262,122895,prior,25,6,10,8.0
1585346,74993,prior,15,3,16,6.0
423234,16449,prior,16,6,14,6.0
447244,170941,prior,71,2,16,4.0
1899170,147153,prior,49,2,8,1.0
766504,35435,prior,9,4,17,2.0
2637012,2806,prior,4,4,10,4.0
140527,188369,prior,4,0,14,7.0
1246028,154190,prior,25,6,9,2.0
1629803,189600,prior,12,2,16,8.0
802671,42626,prior,5,0,18,0.0
2367445,26804,prior,1,5,14,
1739704,64061,prior,6,6,12,7.0
1565445,8516,prior,5,4,17,26.0
946655,119783,prior,12,5,12,21.0
212779,192169,prior,14,2,20,5.0
164847,152883,prior,5,4,8,20.0
411422,116225,prior,18,5,8,4.0
1614406,13981,prior,15,1,10,7.0
867559,71458,prior,10,2,23,10.0
2165114,162985,prior,15,5,15,7.0
2467353,181469,prior,12,3,19,30.0
2135124,137002,prior,10,3,21,1.0
3390470,174859,prior,32,2,13,19.0
1954059,2682,prior,10,3,11,9.0
2177115,103610,prior,4,6,19,15.0
317623,131979,prior,26,3,17,11.0
1291676,132416,prior,25,2,18,9.0
660817,33433,prior,19,1,16,22.0
2951312,63226,prior,15,6,14,6.0
531291,162534,prior,13,1,7,2.0
3332642,109968,prior,1,4,11,
334190,4457,prior,11,4,9,3.0
2546088,150991,prior,11,0,14,12.0
710790,134624,test,19,0,11,30.0
404164,145210,train,5,5,10,20.0
2132517,165703,prior,10,1,12,25.0
2105383,157489,test,33,3,21,6.0
1995954,140185,prior,50,4,8,1.0
2644700,8782,prior,34,0,16,14.0
3219208,75729,prior,5,4,14,28.0
3015476,137453,prior,64,3,17,4.0
2119408,96615,prior,9,3,0,13.0
1354746,148006,prior,22,5,14,4.0
720760,138808,prior,6,3,17,0.0
2653383,126728,prior,8,1,10,8.0
3070137,205756,prior,14,6,15,7.0
1551404,199232,prior,4,2,11,17.0
1006644,170853,prior,2,1,16,4.0
2725174,139906,prior,2,5,9,30.0
3091459,171836,prior,6,3,13,26.0
2031449,185629,prior,18,4,7,5.0
2977157,52459,prior,21,6,23,3.0
2073702,183651,prior,83,5,18,0.0
3253909,120598,prior,30,6,18,3.0
2179833,53543,prior,27,1,16,4.0
119101,130441,prior,14,1,14,6.0
712390,144802,prior,3,4,19,3.0
522106,192533,prior,3,0,11,21.0
1312568,830,prior,5,0,12,30.0
1657824,107742,prior,9,0,10,13.0
3411945,193203,prior,8,5,16,6.0
3002546,113736,prior,39,6,16,6.0
1212491,114196,prior,27,2,7,9.0
2838757,189633,prior,13,1,12,17.0
2130140,205574,train,12,1,16,30.0
3292681,81919,prior,33,4,14,0.0
1649662,110617,prior,5,6,12,13.0
3340524,148919,prior,10,2,21,7.0
249164,204676,prior,4,3,10,5.0
2749935,20134,prior,2,0,20,30.0
2591647,157948,prior,1,2,14,
2496395,202806,prior,44,4,22,6.0
2628847,102512,prior,8,0,22,6.0
2739183,89342,prior,15,5,14,9.0
1560293,200906,prior,29,1,11,7.0
1731886,108690,prior,51,2,8,8.0
2491788,65069,prior,3,5,16,14.0
3284537,75659,prior,4,2,9,5.0
3128812,32510,prior,2,5,17,4.0
427113,157431,prior,3,0,9,7.0
1055105,70928,prior,7,3,11,6.0
924279,135561,prior,11,3,18,3.0
172608,99205,prior,1,1,20,
261347,132915,prior,2,1,10,13.0
2030558,34434,prior,1,0,13,
695900,140087,prior,21,3,11,15.0
1885063,26428,prior,41,1,18,7.0
2812286,36673,prior,16,0,17,7.0
1977240,59706,prior,14,2,11,10.0
399254,149558,prior,8,2,10,1.0
2023823,186459,prior,36,1,17,0.0
2444187,193305,prior,8,1,7,14.0
2197178,146973,prior,3,2,18,30.0
2408537,92668,prior,25,4,10,3.0
3029205,77089,train,18,2,16,30.0
1491903,100064,prior,6,4,14,30.0
1849915,80681,prior,5,3,12,1.0
2183344,198411,prior,13,4,17,23.0
2393915,152177,prior,15,6,14,5.0
602206,86442,prior,2,1,11,30.0
2352695,87690,prior,7,3,15,8.0
1669451,109449,prior,22,0,9,11.0
1087054,82634,prior,18,1,7,30.0
921950,27453,train,16,3,14,9.0
1929699,27631,prior,29,1,9,6.0
1280792,116472,prior,26,6,11,2.0
3293449,126696,prior,2,2,15,30.0
2904494,142012,prior,7,2,16,25.0
3359187,5770,prior,1,2,16,
1318828,101945,prior,3,0,15,21.0
3098443,23935,prior,1,2,8,
3372628,47400,prior,4,4,21,15.0
2771125,17997,prior,22,1,6,3.0
3300477,128169,prior,34,6,14,3.0
351408,158975,prior,8,2,4,7.0
3276608,17278,prior,12,0,19,30.0
3128348,22648,prior,2,4,17,30.0
156514,169275,prior,23,6,13,2.0
1773633,99955,prior,31,1,13,3.0
397046,66521,prior,3,2,14,5.0
530983,26913,prior,8,0,12,6.0
250178,43300,prior,11,2,13,6.0
809412,189389,prior,3,2,18,22.0
2288901,170030,prior,1,4,13,
2909400,69032,prior,4,6,12,24.0
3388181,30434,prior,2,5,17,5.0
835390,3120,prior,7,0,16,14.0
3107062,189692,prior,7,6,16,17.0
1306507,81611,prior,5,0,16,19.0
2037475,153882,prior,39,0,12,2.0
1104158,148606,prior,30,3,15,1.0
1907192,203613,prior,17,1,16,5.0
1839325,430,prior,3,2,3,7.0
302039,137833,prior,1,6,21,
812063,175407,prior,32,3,17,4.0
750989,9050,prior,7,5,12,30.0
768815,12236,prior,9,5,16,15.0
552459,138711,prior,43,5,16,1.0
3414323,196999,prior,2,0,17,30.0
693684,164987,prior,4,5,16,5.0
2876782,25440,prior,7,0,12,7.0
1018224,142679,prior,2,0,11,8.0
1765018,62260,prior,6,1,8,6.0
2579711,10840,prior,6,6,16,14.0
2483964,147488,prior,5,0,9,7.0
64891,182299,prior,11,2,16,11.0
897273,119971,prior,4,6,16,22.0
584403,177319,prior,18,0,18,7.0
1077012,168517,prior,2,2,18,30.0
1151495,75697,prior,1,2,14,
2967589,81818,prior,25,2,15,4.0
3264312,116662,prior,1,2,10,
3044039,21910,train,10,1,18,21.0
1947680,105177,prior,5,6,13,2.0
1640062,39761,prior,3,0,13,6.0
112748,183972,prior,1,2,10,
2671309,7557,prior,18,0,10,7.0
2436397,55695,prior,68,2,21,3.0
2326519,129073,prior,30,0,11,13.0
909800,8311,prior,17,2,10,30.0
1260885,154330,prior,12,3,15,4.0
1735923,19,test,10,6,17,8.0
3252407,65746,prior,5,0,10,24.0
1614668,182951,prior,1,6,15,
3003577,122848,prior,96,6,8,1.0
1627143,20593,prior,24,1,10,4.0
1263839,12010,prior,34,3,11,30.0
3353888,17016,prior,20,0,7,18.0
2301875,122665,prior,5,1,11,4.0
12784,46305,prior,7,3,19,22.0
1259257,149850,prior,17,5,8,7.0
2777133,176254,prior,9,1,14,1.0
2276494,76548,prior,5,0,9,13.0
2189710,152923,prior,18,6,23,6.0
2096739,31606,prior,93,1,10,5.0
1698111,192144,prior,54,3,11,5.0
2289882,67080,prior,43,1,10,3.0
2774567,177791,prior,23,1,12,6.0
3003127,16855,prior,14,3,7,28.0
2863595,40252,prior,8,2,19,11.0
1564594,134433,prior,10,5,11,7.0
755474,124834,prior,1,2,21,
2422542,71414,prior,6,5,17,7.0
2119511,187124,prior,12,4,23,3.0
2389007,105243,prior,11,4,7,2.0
2993475,27344,prior,25,0,21,14.0
2168629,7584,prior,44,1,13,6.0
1505700,205417,prior,95,3,7,3.0
611537,85418,prior,3,1,23,20.0
56971,82224,prior,12,1,9,7.0
2332279,39605,prior,12,4,18,1.0
3085731,90345,prior,23,1,10,8.0
3343268,174822,prior,7,2,16,8.0
3145028,4697,prior,23,5,13,0.0
2601804,44601,prior,6,4,10,4.0
526250,11748,prior,1,4,20,
3098188,170126,prior,1,5,19,
123984,126250,prior,27,5,14,3.0
242141,162523,prior,58,2,13,2.0
1639362,134999,prior,57,0,13,2.0
736414,9209,prior,50,0,11,13.0
185036,153599,prior,12,6,11,18.0
1100439,38426,prior,15,0,15,4.0
1142752,46926,prior,14,5,15,3.0
70327,149815,prior,1,0,8,
2447859,24898,prior,56,5,12,4.0
3293387,113846,prior,20,3,20,6.0
2868569,49613,prior,23,2,15,6.0
2843891,15466,prior,1,6,16,
3387955,182736,prior,19,0,15,4.0
601015,89977,prior,31,4,9,13.0
1462135,161161,prior,2,6,12,14.0
1230620,128193,prior,7,3,14,27.0
1695149,67531,prior,17,4,13,3.0
2621718,60502,prior,13,1,15,6.0
473306,159488,prior,42,0,13,7.0
992936,93195,prior,35,6,10,9.0
3269799,4538,prior,14,2,10,8.0
3139211,73646,prior,16,0,19,11.0
2574095,125068,train,20,2,15,15.0
2035635,134844,prior,7,3,8,2.0
1160143,58979,prior,38,6,16,3.0
166587,151906,prior,12,4,10,1.0
79331,171098,train,4,6,16,30.0
1292588,50729,prior,40,1,13,6.0
1050711,950,prior,14,2,9,20.0
935139,149547,prior,9,4,10,8.0
3411705,23364,prior,9,2,12,30.0
2753169,51308,prior,13,1,6,7.0
868264,149835,prior,45,5,15,3.0
1860000,133720,prior,8,4,12,17.0
2587282,36733,prior,49,2,8,8.0
1564959,167434,prior,25,1,12,21.0
1301167,164416,prior,2,4,14,4.0
1843926,115939,prior,36,4,8,9.0
1583160,198544,prior,3,0,8,7.0
2088806,117071,prior,7,2,14,30.0
478424,151581,prior,17,2,10,7.0
8098,97914,prior,12,3,22,9.0
3270293,29394,prior,2,0,18,28.0
3118734,187411,prior,4,1,21,13.0
604697,149250,prior,1,0,8,
2186514,181605,prior,5,6,11,5.0
3105315,102767,prior,8,1,9,8.0
2692666,164961,prior,3,1,16,7.0
3229131,160295,prior,27,3,10,6.0
2073196,96394,prior,31,5,8,5.0
222327,72384,prior,1,5,11,
2156507,35269,train,77,3,12,6.0
3323682,50931,prior,1,1,11,
2339659,84088,prior,1,0,13,
1435041,22360,prior,21,3,10,9.0
739485,4599,prior,13,4,14,3.0
955647,60047,prior,20,2,10,1.0
2008946,25775,prior,1,1,15,
1559637,158205,prior,12,2,8,8.0
2854912,169293,prior,9,1,18,8.0
1086773,40822,prior,63,1,11,0.0
1009853,5236,prior,58,4,13,2.0
1459891,123169,prior,31,1,10,7.0
603115,129432,prior,1,3,15,
1767160,101273,prior,32,6,13,12.0
3197930,136447,prior,2,0,13,7.0
207332,88986,prior,5,3,20,1.0
203609,149399,prior,50,0,11,3.0
3327682,138930,prior,3,0,13,18.0
2900460,136799,prior,46,4,18,2.0
3062112,72624,prior,19,1,17,5.0
1537113,182463,prior,18,2,14,8.0
1748937,167453,prior,1,3,14,
551284,197394,prior,31,6,21,0.0
2569671,132246,prior,8,0,18,2.0
1752842,144750,prior,7,6,19,3.0
302699,186527,prior,29,2,22,8.0
1250717,111000,prior,26,6,13,6.0
3297550,193014,prior,47,1,11,3.0
1821780,1793,prior,34,5,11,2.0
731617,125195,test,9,6,11,15.0
1318727,87309,prior,2,2,11,3.0
1207371,204493,prior,7,5,11,18.0
1840645,26312,prior,20,6,20,5.0
2620438,176149,prior,8,2,12,1.0
206380,7890,prior,18,3,12,15.0
2103304,87690,prior,3,6,15,12.0
2476660,35829,prior,3,5,14,20.0
2205353,150422,prior,15,2,9,30.0
2105255,118132,prior,42,0,13,8.0
2286375,190621,prior,11,6,13,25.0
2376455,41324,prior,23,6,11,9.0
357456,123746,prior,59,0,12,1.0
1146819,196282,prior,19,4,9,1.0
1303186,85141,prior,1,2,11,
1194219,84395,prior,33,5,15,13.0
1642191,75887,prior,70,2,15,11.0
3345754,24799,prior,19,4,10,6.0
743751,79998,prior,3,0,10,30.0
1208408,191032,prior,13,2,7,13.0
1506066,107580,prior,1,1,19,
2835036,101141,prior,21,6,15,7.0
2105142,47356,prior,31,5,14,10.0
665588,114787,prior,11,2,20,4.0
2873443,76646,prior,18,5,0,5.0
2480753,75491,prior,7,2,16,8.0
1329051,98221,prior,1,1,17,
2363372,142810,prior,7,6,12,4.0
3141518,52898,prior,7,6,13,1.0
1432924,79353,prior,39,1,22,3.0
2192364,116466,prior,12,6,11,5.0
1105903,22205,prior,13,2,19,8.0
2972619,58491,prior,36,5,18,4.0
1858668,90291,prior,15,6,12,6.0
2153117,94412,prior,3,0,15,4.0
1393898,24711,prior,1,4,14,
2494778,177531,prior,18,5,11,5.0
478592,204579,test,93,6,17,4.0
768831,52698,prior,21,2,7,4.0
458099,168969,prior,15,4,12,3.0
2396056,167746,test,8,1,11,30.0
71375,105887,prior,28,6,15,21.0
570155,12475,prior,3,6,13,21.0
2799510,54727,prior,20,3,21,5.0
2769948,26280,prior,2,6,9,8.0
226505,70623,prior,4,4,18,11.0
2613561,65472,prior,9,4,10,13.0
1149952,106421,prior,22,4,13,7.0
1670590,136651,prior,10,3,7,2.0
5929,9501,prior,45,2,12,5.0
2437972,62139,prior,39,0,10,5.0
2945351,119765,prior,6,5,12,7.0
947092,149809,prior,72,5,16,0.0
2407955,4321,prior,5,4,19,11.0
178073,199672,prior,3,4,15,30.0
1963308,152113,prior,18,1,16,2.0
1123089,75833,prior,9,0,16,4.0
1425033,89818,prior,5,1,12,21.0
1967320,2278,prior,7,1,4,11.0
2297875,200254,prior,2,0,8,11.0
681542,16035,prior,83,6,13,1.0
2401932,4960,prior,6,0,17,12.0
1914519,180963,prior,76,5,14,3.0
2922585,34180,prior,15,2,18,13.0
391725,96874,prior,5,0,22,7.0
3150421,151987,prior,45,4,9,5.0
2803106,78130,prior,7,6,10,30.0
2581581,49186,prior,23,4,10,1.0
224704,44034,prior,11,0,18,16.0
856109,43959,prior,8,5,12,27.0
1258862,866,prior,12,0,11,20.0
1951304,32025,prior,7,2,15,5.0
3032588,69074,prior,27,2,14,5.0
3364376,41211,prior,6,1,12,6.0
1900968,196443,prior,3,2,11,8.0
2009878,75210,prior,2,3,20,30.0
1112979,19058,prior,4,2,19,10.0
1252827,157679,train,15,2,12,29.0
9434,204114,prior,2,4,0,30.0
2700034,107951,prior,8,5,10,2.0
3209257,7305,prior,19,5,17,6.0
2344049,50634,prior,2,1,16,4.0
129389,193747,train,4,2,11,30.0
1851705,171512,prior,72,4,10,2.0
475058,145402,prior,34,1,16,4.0
163727,115967,prior,17,0,16,22.0
1317302,149335,prior,11,4,23,7.0
817208,98117,prior,12,3,9,15.0
192829,205548,prior,15,0,14,8.0
2138645,147582,prior,9,2,9,1.0
2654421,94398,prior,30,3,10,3.0
2803839,26047,prior,2,5,0,0.0
2725647,129687,prior,11,0,22,0.0
3330160,53488,prior,15,5,19,11.0
1520863,98909,prior,8,5,15,30.0
2982429,186363,prior,2,4,7,5.0
1624137,92601,test,24,0,15,14.0
641245,166686,prior,46,5,12,4.0
2499254,170573,prior,43,1,0,1.0
700225,40364,prior,23,3,6,5.0
2016805,171573,prior,12,0,13,8.0
3156771,109471,train,10,4,11,24.0
3276318,5199,prior,12,4,17,13.0
23094,135122,prior,8,2,16,23.0
2298727,178023,prior,14,0,17,7.0
972729,119451,prior,18,3,8,15.0
1838936,194853,prior,33,5,13,0.0
2223030,120538,prior,81,4,19,1.0
673365,67938,prior,18,4,9,11.0
2918590,116597,prior,3,6,12,0.0
3252916,104905,prior,3,5,19,23.0
1653743,11112,prior,21,1,9,10.0
3233195,147626,prior,15,5,15,3.0
513095,176230,prior,17,1,14,6.0
2391806,90400,prior,2,3,18,30.0
181156,194160,test,4,2,6,5.0
312115,113376,prior,4,6,22,1.0
1893428,32242,prior,3,2,12,20.0
2684344,24996,prior,13,1,15,6.0
2077575,100593,prior,70,3,8,6.0
1192815,150939,prior,29,6,11,1.0
69996,147305,prior,1,1,14,
1963745,91029,prior,11,0,16,5.0
3118423,50110,prior,42,4,16,12.0
2526016,187979,prior,8,0,14,3.0
3163358,147230,prior,19,6,11,11.0
2257902,169842,train,19,6,13,1.0
1920192,2802,prior,16,2,8,4.0
381928,86157,prior,9,1,17,7.0
2860427,181067,prior,29,5,20,18.0
3199672,31461,prior,4,4,15,11.0
1607218,111486,prior,9,3,9,30.0
1463356,40887,prior,13,1,18,3.0
3232667,21555,prior,3,0,13,7.0
2387516,59139,prior,23,0,12,25.0
1561217,176502,test,4,5,10,26.0
3236208,86218,prior,38,6,13,5.0
3034490,82793,prior,1,5,19,
1084197,104594,prior,19,1,17,10.0
1790203,74781,prior,5,1,18,23.0
1102746,97024,prior,7,2,20,30.0
2876918,124514,prior,48,5,15,5.0
1889342,27914,prior,9,6,20,7.0
219866,175663,test,4,1,12,16.0
2398674,87170,prior,1,1,0,
163863,98608,prior,18,5,19,10.0
2783958,81255,prior,3,1,12,5.0
1820379,182675,prior,15,4,8,7.0
1239267,34056,prior,15,4,10,12.0
3090223,185135,prior,31,2,8,11.0
2350240,124297,prior,12,3,13,8.0
1535905,28132,prior,43,5,14,0.0
1085785,115539,prior,38,3,14,1.0
224221,68933,prior,4,3,21,10.0
947647,132378,prior,4,5,3,14.0
2397556,12331,prior,4,5,15,2.0
2060384,80503,prior,29,6,19,7.0
1078316,16238,prior,7,1,8,1.0
3053277,110299,prior,91,6,8,2.0
2840030,151554,prior,9,4,11,21.0
1134868,25276,prior,20,3,9,1.0
3334860,23539,prior,29,3,7,5.0
174331,73291,prior,19,5,12,2.0
3327599,43945,prior,2,5,14,30.0
1619006,50041,prior,46,6,11,7.0
332075,157482,prior,40,0,11,7.0
1397233,48048,prior,28,0,18,7.0
374511,172806,prior,55,5,9,1.0
1759672,92135,prior,3,5,12,14.0
636399,142950,prior,5,0,16,16.0
1621620,105566,prior,43,2,14,2.0
1230702,113586,prior,4,5,16,30.0
809906,131876,prior,7,1,10,7.0
2266960,92929,prior,1,1,13,
1420743,37598,prior,2,0,14,30.0
169515,136289,prior,6,1,16,28.0
2055402,13530,prior,36,4,15,4.0
805497,112604,prior,25,1,10,4.0
125811,71841,prior,12,1,15,1.0
3205788,110694,prior,35,3,11,4.0
65581,13737,prior,7,1,9,30.0
